location,num_postings,side,dot_index,longitude,latitude,geometry
Knight Street between Douglas Avenue and Gramercy Place,1,middle,0,-122.18147454401458,37.72973758921258,POINT (-122.18147454401458 37.72973758921258)
105th Ave between Russet St & San Leandro St,1,middle,0,-122.17503238368334,37.73535284110204,POINT (-122.17503238368334 37.73535284110204)
Railroad Ave between 85th Ave and Louisana St | Railroad Ave between Louisiana St and 85th Ave,3,middle,0,-122.1858943963668,37.741224722824555,POINT (-122.1858943963668 37.741224722824555)
Railroad Ave between 85th Ave and Louisana St | Railroad Ave between Louisiana St and 85th Ave,3,middle,1,-122.18594709420863,37.74127079817009,POINT (-122.18594709420863 37.74127079817009)
Railroad Ave between 85th Ave and Louisana St | Railroad Ave between Louisiana St and 85th Ave,3,middle,2,-122.18599979205047,37.741316873515636,POINT (-122.18599979205047 37.741316873515636)
E 12th St between 22nd Ave and 23rd Ave,1,middle,0,-122.23851089474961,37.78350533011975,POINT (-122.23851089474961 37.78350533011975)
Lake Merritt: Amphitheater/ 12th St between Lake Merritt Blvd and 11th St,1,middle,0,-122.26209004436164,37.79901644204429,POINT (-122.26209004436164 37.79901644204429)
Poplar St between 20th St and 21st St,2,middle,0,-122.28758111934833,37.81500571347468,POINT (-122.28758111934833 37.81500571347468)
Poplar St between 20th St and 21st St,2,middle,1,-122.2876031118421,37.81493925799923,POINT (-122.2876031118421 37.81493925799923)
3902 Manila Ave/Manila between 38th & 40th St,6,middle,0,-122.25868285270711,37.82662293645318,POINT (-122.25868285270711 37.82662293645318)
3902 Manila Ave/Manila between 38th & 40th St,6,middle,1,-122.25864575537,37.82668229795232,POINT (-122.25864575537 37.82668229795232)
3902 Manila Ave/Manila between 38th & 40th St,6,middle,2,-122.2586086580329,37.82674165945145,POINT (-122.2586086580329 37.82674165945145)
3902 Manila Ave/Manila between 38th & 40th St,6,middle,3,-122.25857156069578,37.82680102095058,POINT (-122.25857156069578 37.82680102095058)
3902 Manila Ave/Manila between 38th & 40th St,6,middle,4,-122.25853446335869,37.82686038244972,POINT (-122.25853446335869 37.82686038244972)
3902 Manila Ave/Manila between 38th & 40th St,6,middle,5,-122.25849736602157,37.82691974394886,POINT (-122.25849736602157 37.82691974394886)
Bernhardt Dr between Islenton Ave and Kerwin Ave,1,middle,0,-122.18553441537377,37.72919641769406,POINT (-122.18553441537377 37.72919641769406)
Bernhardt Dr between Hunter Ave and Isleton Ave,1,middle,0,-122.18594620871923,37.729661867033215,POINT (-122.18594620871923 37.729661867033215)
Bernhardt Dr between Ghormley Ave and Hunter Ave,1,middle,0,-122.18635269794848,37.73012723960553,POINT (-122.18635269794848 37.73012723960553)
Bernhardt Dr between Foster Ave and Ghormley Ave,1,middle,0,-122.18675904874858,37.730585861460774,POINT (-122.18675904874858 37.730585861460774)
Bernhardt Dr between Saint Elmo Dr and Foster Ave,1,middle,0,-122.18696125264091,37.73088716384826,POINT (-122.18696125264091 37.73088716384826)
Moorpark St between Pippin St and Russet St,1,middle,0,-122.1730557056808,37.73267088238837,POINT (-122.1730557056808 37.73267088238837)
Coral Rd between Tunist Rd & Sextus Rd,1,middle,0,-122.19065978537388,37.733142072144695,POINT (-122.19065978537388 37.733142072144695)
Coral Rd between Cairo Rd & Sextus Rd,1,middle,0,-122.1912201626316,37.733792270067305,POINT (-122.1912201626316 37.733792270067305)
Russet St between 107th and Moorpark St,1,middle,0,-122.17375553333875,37.734091734538275,POINT (-122.17375553333875 37.734091734538275)
Cary Ave between Hale Ave and Edes Ave,1,middle,0,-122.17963030884866,37.73411441279542,POINT (-122.17963030884866 37.73411441279542)
Pearmain St between Gravenstein St and 105th Ave,1,middle,0,-122.1767031220908,37.734625384895885,POINT (-122.1767031220908 37.734625384895885)
San Leandro St between 106th Ave and 107th Ave,2,middle,0,-122.17384552756747,37.73493158295383,POINT (-122.17384552756747 37.73493158295383)
San Leandro St between 106th Ave and 107th Ave,2,middle,1,-122.17379178293899,37.73488673303843,POINT (-122.17379178293899 37.73488673303843)
Pearmain St between Apple St and Gravenstein St,1,middle,0,-122.17733422683469,37.7351822789431,POINT (-122.17733422683469 37.7351822789431)
Pearmain St between Tartarian St and Apple St,1,middle,0,-122.1775648736372,37.73538468379503,POINT (-122.1775648736372 37.73538468379503)
Russet St between 105th Ave and 107th Ave,1,middle,0,-122.17492058696656,37.73518250434665,POINT (-122.17492058696656 37.73518250434665)
San Leandro St between 105th Ave and 106th Ave,3,middle,0,-122.17443691178633,37.73544146875642,POINT (-122.17443691178633 37.73544146875642)
San Leandro St between 105th Ave and 106th Ave,3,middle,1,-122.17438408082519,37.73539554610902,POINT (-122.17438408082519 37.73539554610902)
San Leandro St between 105th Ave and 106th Ave,3,middle,2,-122.17433124986404,37.73534962346161,POINT (-122.17433124986404 37.73534962346161)
San Leandro St between Apple St and 105th Ave,2,middle,0,-122.17527149516056,37.73547383785132,POINT (-122.17527149516056 37.73547383785132)
San Leandro St between Apple St and 105th Ave,2,middle,1,-122.17532840092605,37.73551460222123,POINT (-122.17532840092605 37.73551460222123)
San Leandro St between Stone St and Apple St,2,middle,0,-122.17640923461529,37.73631217249728,POINT (-122.17640923461529 37.73631217249728)
San Leandro St between Stone St and Apple St,2,middle,1,-122.17646256990368,37.7363575084324,POINT (-122.17646256990368 37.7363575084324)
Pearmain St between Stone St and Tartarian St,1,middle,0,-122.17845541876977,37.736155658235226,POINT (-122.17845541876977 37.736155658235226)
Stone St between Pippin St and Pearmain St,1,middle,0,-122.17844362232844,37.73634997847377,POINT (-122.17844362232844 37.73634997847377)
Edes Ave between 98th Ave and Douglas Ave: 9910 Edes,3,middle,0,-122.18297372565083,37.73635265793874,POINT (-122.18297372565083 37.73635265793874)
Edes Ave between 98th Ave and Douglas Ave: 9910 Edes,3,middle,1,-122.18290627474542,37.73633393962256,POINT (-122.18290627474542 37.73633393962256)
Edes Ave between 98th Ave and Douglas Ave: 9910 Edes,3,middle,2,-122.18283882384002,37.73631522130639,POINT (-122.18283882384002 37.73631522130639)
98th Ave between Edes Ave and Walter Ave,1,middle,0,-122.18318489880875,37.73655173905516,POINT (-122.18318489880875 37.73655173905516)
Stone St between San Leandro St and Pippin St,1,middle,0,-122.17781042513612,37.73680798551613,POINT (-122.17781042513612 37.73680798551613)
Pearmain St between Douglas Ave and Stone St,1,middle,0,-122.17901509780296,37.73664345087295,POINT (-122.17901509780296 37.73664345087295)
Walter Ave between Nevada St and 98th Ave,2,middle,0,-122.18280969177464,37.7371028223346,POINT (-122.18280969177464 37.7371028223346)
Walter Ave between Nevada St and 98th Ave,2,middle,1,-122.18286244707744,37.73714883187737,POINT (-122.18286244707744 37.73714883187737)
E St between 104th Ave & 105th Ave,1,middle,0,-122.17308553087969,37.736936789281295,POINT (-122.17308553087969 37.736936789281295)
Pearmain St between Douglas Ave and 100th Ave | Pearmain St between 100th Ave and Douglas Ave,3,middle,0,-122.17957160202283,37.737130667467675,POINT (-122.17957160202283 37.737130667467675)
Pearmain St between Douglas Ave and 100th Ave | Pearmain St between 100th Ave and Douglas Ave,3,middle,1,-122.17951894629282,37.737084544001895,POINT (-122.17951894629282 37.737084544001895)
Pearmain St between Douglas Ave and 100th Ave | Pearmain St between 100th Ave and Douglas Ave,3,middle,2,-122.17946629056279,37.737038420536116,POINT (-122.17946629056279 37.737038420536116)
100th Ave between Pippin St and Pearmain St,1,middle,0,-122.17955863122785,37.73732524845035,POINT (-122.17955863122785 37.73732524845035)
Pearmain St between 100th Ave and Prune St,1,middle,0,-122.17980465523013,37.7373343483722,POINT (-122.17980465523013 37.7373343483722)
Clara St between Edes & Oscar Ave,1,middle,0,-122.187440993983,37.73782544875325,POINT (-122.187440993983 37.73782544875325)
Walter Ave between Tyler St and Nevada St,2,middle,0,-122.1835383410737,37.73773830313829,POINT (-122.1835383410737 37.73773830313829)
Walter Ave between Tyler St and Nevada St,2,middle,1,-122.18359109576319,37.737784313384296,POINT (-122.18359109576319 37.737784313384296)
E St between 103rd Ave and 104th Ave,1,middle,0,-122.17353209006008,37.73751731331333,POINT (-122.17353209006008 37.73751731331333)
98th Ave between Walter Ave and Railroad Ave,1,middle,0,-122.18195551299337,37.73754540819941,POINT (-122.18195551299337 37.73754540819941)
Railroad Ave between Nevada St and 98th Ave,3,middle,0,-122.18193576008609,37.7377760915428,POINT (-122.18193576008609 37.7377760915428)
Railroad Ave between Nevada St and 98th Ave,3,middle,1,-122.18198847016141,37.737822152892754,POINT (-122.18198847016141 37.737822152892754)
Railroad Ave between Nevada St and 98th Ave,3,middle,2,-122.18204118023674,37.7378682142427,POINT (-122.18204118023674 37.7378682142427)
Pippin St between 100th Ave and Stone St,1,middle,0,-122.17887596904187,37.73754463380639,POINT (-122.17887596904187 37.73754463380639)
100th Ave between San Leandro St and Pippin St,1,middle,0,-122.17892231267564,37.73778518579138,POINT (-122.17892231267564 37.73778518579138)
Pippin St between Prune St and 100th Ave,1,middle,0,-122.17916498385271,37.737797235823905,POINT (-122.17916498385271 37.737797235823905)
Prune St between Pippin St and Pearmain St,1,middle,0,-122.18012822729531,37.73782218586083,POINT (-122.18012822729531 37.73782218586083)
San Leandro St between 100th Ave and Stone St,2,middle,0,-122.17826455477817,37.7379870187448,POINT (-122.17826455477817 37.7379870187448)
San Leandro St between 100th Ave and Stone St,2,middle,1,-122.17821044319511,37.73794261225227,POINT (-122.17821044319511 37.73794261225227)
San Leandro St between Prune St and 100th Ave,2,middle,0,-122.17856236102381,37.738230616547746,POINT (-122.17856236102381 37.738230616547746)
San Leandro St between Prune St and 100th Ave,2,middle,1,-122.17861664691964,37.738274809777025,POINT (-122.17861664691964 37.738274809777025)
Prune St between San Leandro St and Pippin St,1,middle,0,-122.1794936598742,37.738281903517766,POINT (-122.1794936598742 37.738281903517766)
Nevada St between Railroad Ave and Walter Ave,1,middle,0,-122.18266317124119,37.73816440351425,POINT (-122.18266317124119 37.73816440351425)
Railroad Ave between Tyler St and Nevada St,2,middle,0,-122.18263824983964,37.73838953717157,POINT (-122.18263824983964 37.73838953717157)
Railroad Ave between Tyler St and Nevada St,2,middle,1,-122.18269104719931,37.7384354984467,POINT (-122.18269104719931 37.7384354984467)
Pearmain St between 98th Ave and Prune St,1,middle,0,-122.18081730671818,37.73821162699516,POINT (-122.18081730671818 37.73821162699516)
E St between 102nd and 103rd Ave,1,middle,0,-122.17411529324563,37.73828105308383,POINT (-122.17411529324563 37.73828105308383)
International Blvd between 106th Ave and 107th Ave,3,middle,0,-122.16623937486109,37.73848615637872,POINT (-122.16623937486109 37.73848615637872)
International Blvd between 106th Ave and 107th Ave,3,middle,1,-122.16619741411456,37.738430126960104,POINT (-122.16619741411456 37.738430126960104)
International Blvd between 106th Ave and 107th Ave,3,middle,2,-122.16615545336803,37.73837409754149,POINT (-122.16615545336803 37.73837409754149)
Pippin St between 98th Ave and Prune St,1,middle,0,-122.1801406245125,37.738643566013685,POINT (-122.1801406245125 37.738643566013685)
Walter Ave between S Elmhurst Ave and Tyler St,1,middle,0,-122.1846544543541,37.73871347764556,POINT (-122.1846544543541 37.73871347764556)
Tyler st between Railroad Ave and Walter Ave,1,middle,0,-122.18335883491659,37.738770223901696,POINT (-122.18335883491659 37.738770223901696)
E St between 101st Ave and 102nd Ave,2,middle,0,-122.17465761911322,37.738878852408966,POINT (-122.17465761911322 37.738878852408966)
E St between 101st Ave and 102nd Ave,2,middle,1,-122.17461000083729,37.73882754451681,POINT (-122.17461000083729 37.73882754451681)
San Leandro St between 98th Ave and Prune St,2,middle,0,-122.17961380264312,37.739088941921516,POINT (-122.17961380264312 37.739088941921516)
San Leandro St between 98th Ave and Prune St,2,middle,1,-122.17955962495584,37.73904461610284,POINT (-122.17955962495584 37.73904461610284)
International Blvd between 105th Ave and 106th Ave,3,middle,0,-122.16668803849221,37.73909417495805,POINT (-122.16668803849221 37.73909417495805)
International Blvd between 105th Ave and 106th Ave,3,middle,1,-122.16664657550668,37.73903777619183,POINT (-122.16664657550668 37.73903777619183)
International Blvd between 105th Ave and 106th Ave,3,middle,2,-122.16660511252114,37.73898137742562,POINT (-122.16660511252114 37.73898137742562)
Walter Ave between Clara St and S Elmhurst Ave,1,middle,0,-122.18534600074469,37.73932102497675,POINT (-122.18534600074469 37.73932102497675)
Walter Ave between Louisiana St and Clara St,1,middle,0,-122.18560743266715,37.73954813744861,POINT (-122.18560743266715 37.73954813744861)
Railroad Ave between S Elmurst Ave and Tyler St,2,middle,0,-122.18375285139764,37.73936039696658,POINT (-122.18375285139764 37.73936039696658)
Railroad Ave between S Elmurst Ave and Tyler St,2,middle,1,-122.18370008137057,37.739314404312346,POINT (-122.18370008137057 37.739314404312346)
E St between 100th Ave and 101st Ave,2,middle,0,-122.17522203027087,37.73948265370539,POINT (-122.17522203027087 37.73948265370539)
E St between 100th Ave and 101st Ave,2,middle,1,-122.1751741855079,37.73943155694761,POINT (-122.1751741855079 37.73943155694761)
Railroad Ave between Clara St and S Elmurst Ave,2,middle,0,-122.18444804752788,37.7399658543663,POINT (-122.18444804752788 37.7399658543663)
Railroad Ave between Clara St and S Elmurst Ave,2,middle,1,-122.18439525661479,37.7399198856868,POINT (-122.18439525661479 37.7399198856868)
Railroad Ave between Louisana St and Clara St,2,middle,0,-122.18470869000775,37.74019230034889,POINT (-122.18470869000775 37.74019230034889)
Railroad Ave between Louisana St and Clara St,2,middle,1,-122.18476158376453,37.740238150654164,POINT (-122.18476158376453 37.740238150654164)
MacArthur Blvd between Talbot Ave and 106th Ave,1,middle,0,-122.15259983498967,37.74306830799675,POINT (-122.15259983498967 37.74306830799675)
Foothill Blvd between 108th Ave and Durant Ave,1,middle,0,-122.14712523163847,37.7431296344455,POINT (-122.14712523163847 37.7431296344455)
B St between 97th Ave and 98th,1,middle,0,-122.17433389977141,37.743355868705756,POINT (-122.17433389977141 37.743355868705756)
Talbot Ave between MacArthur Blvd and Fisher Ave,1,middle,0,-122.15194906363453,37.74398951098962,POINT (-122.15194906363453 37.74398951098962)
Talbot Ave between Fisher Ave and Foothill Blvd,1,middle,0,-122.1515395681613,37.74423830200668,POINT (-122.1515395681613 37.74423830200668)
MacArthur Blvd between Fisher Ave & Talbot Ave,1,middle,0,-122.15352551691873,37.74400147615709,POINT (-122.15352551691873 37.74400147615709)
MacArthur Blvd between Foothill Blvd & Fisher Ave,1,middle,0,-122.15386064912539,37.744299010574856,POINT (-122.15386064912539 37.744299010574856)
Fisher Ave between Frazier Ave and Talbot Ave,1,middle,0,-122.1526291709212,37.7443547974451,POINT (-122.1526291709212 37.7443547974451)
Fisher Ave between MacArthur Blvd and Frazier Ave,1,middle,0,-122.15299225949984,37.744360814446516,POINT (-122.15299225949984 37.744360814446516)
Frazier Ave between Fisher Ave and Foothill Blvd,1,middle,0,-122.15281716525946,37.744518295796865,POINT (-122.15281716525946 37.744518295796865)
Foothill Blvd between Talbot Ave and 106th Ave,1,middle,0,-122.14971229569112,37.744736919899886,POINT (-122.14971229569112 37.744736919899886)
96th Ave between A St and International Blvd,1,middle,0,-122.1730597419741,37.745091561891265,POINT (-122.1730597419741 37.745091561891265)
International Blvd between 96th Ave and 97th Ave,6,middle,0,-122.17152663822044,37.74561942361328,POINT (-122.17152663822044 37.74561942361328)
International Blvd between 96th Ave and 97th Ave,6,middle,1,-122.17148280791334,37.74556484427489,POINT (-122.17148280791334 37.74556484427489)
International Blvd between 96th Ave and 97th Ave,6,middle,2,-122.17143897760621,37.745510264936506,POINT (-122.17143897760621 37.745510264936506)
International Blvd between 96th Ave and 97th Ave,6,middle,3,-122.17139514729911,37.745455685598124,POINT (-122.17139514729911 37.745455685598124)
International Blvd between 96th Ave and 97th Ave,6,middle,4,-122.17135131699199,37.74540110625974,POINT (-122.17135131699199 37.74540110625974)
International Blvd between 96th Ave and 97th Ave,6,middle,5,-122.17130748668488,37.74534652692135,POINT (-122.17130748668488 37.74534652692135)
E St between 91st Ave and 92nd Ave,1,middle,0,-122.18031283160616,37.74611418491515,POINT (-122.18031283160616 37.74611418491515)
91st Ave between International Blvd & A St,1,middle,0,-122.17565336778955,37.74846653463411,POINT (-122.17565336778955 37.74846653463411)
90th Ave between International Blvd & A St,1,middle,0,-122.17614317844945,37.74912309748068,POINT (-122.17614317844945 37.74912309748068)
International Blvd between 90th Ave and 91st Ave,1,middle,0,-122.17455865081169,37.74968783580126,POINT (-122.17455865081169 37.74968783580126)
International Blvd between 89th Ave and 90th Ave,1,middle,0,-122.17495570852526,37.75034634780524,POINT (-122.17495570852526 37.75034634780524)
International Blvd between 88th Ave and 89th Ave,1,middle,0,-122.17544797289186,37.75100910688834,POINT (-122.17544797289186 37.75100910688834)
89th Ave between International Blvd & Holly St,1,middle,0,-122.17355167662048,37.75099263536942,POINT (-122.17355167662048 37.75099263536942)
International Blvd between 87th Ave and 88th Ave,1,middle,0,-122.17592004464834,37.7516665258889,POINT (-122.17592004464834 37.7516665258889)
86th Ave between International Blvd & A St,5,middle,0,-122.17816401112795,37.751845184353485,POINT (-122.17816401112795 37.751845184353485)
86th Ave between International Blvd & A St,5,middle,1,-122.17810060839108,37.751874850714195,POINT (-122.17810060839108 37.751874850714195)
86th Ave between International Blvd & A St,5,middle,2,-122.17803720565422,37.75190451707491,POINT (-122.17803720565422 37.75190451707491)
86th Ave between International Blvd & A St,5,middle,3,-122.17797380291735,37.75193418343562,POINT (-122.17797380291735 37.75193418343562)
86th Ave between International Blvd & A St,5,middle,4,-122.17791040018048,37.75196384979634,POINT (-122.17791040018048 37.75196384979634)
88th Ave between Holly St and International Blvd (Elmhurst Library),1,middle,0,-122.17405839802896,37.7516769719963,POINT (-122.17405839802896 37.7516769719963)
87th Ave between Holly St and International Blvd,1,middle,0,-122.17453131084855,37.752312291521825,POINT (-122.17453131084855 37.752312291521825)
A St between 85th Ave and 86th Ave,4,middle,0,-122.1788666616291,37.75234556693133,POINT (-122.1788666616291 37.75234556693133)
A St between 85th Ave and 86th Ave,4,middle,1,-122.17882486430457,37.75228941549624,POINT (-122.17882486430457 37.75228941549624)
A St between 85th Ave and 86th Ave,4,middle,2,-122.17878306698005,37.75223326406116,POINT (-122.17878306698005 37.75223326406116)
A St between 85th Ave and 86th Ave,4,middle,3,-122.17874126965552,37.75217711262607,POINT (-122.17874126965552 37.75217711262607)
85th Ave between International Blvd & A St,5,middle,0,-122.17870933024136,37.752606795504924,POINT (-122.17870933024136 37.752606795504924)
85th Ave between International Blvd & A St,5,middle,1,-122.17864586670257,37.75263633157172,POINT (-122.17864586670257 37.75263633157172)
85th Ave between International Blvd & A St,5,middle,2,-122.17858240316376,37.75266586763853,POINT (-122.17858240316376 37.75266586763853)
85th Ave between International Blvd & A St,5,middle,3,-122.17851893962495,37.75269540370533,POINT (-122.17851893962495 37.75269540370533)
85th Ave between International Blvd & A St,5,middle,4,-122.17845547608614,37.752724939772136,POINT (-122.17845547608614 37.752724939772136)
International Blvd between 86th Ave and 87th Ave,1,middle,0,-122.17660539248082,37.752718110107566,POINT (-122.17660539248082 37.752718110107566)
Auseon Ave between International Blvd & Holly St,1,middle,0,-122.17496816513048,37.75290304018981,POINT (-122.17496816513048 37.75290304018981)
84th Ave between International Blvd & A St,1,middle,0,-122.17928529263958,37.75336167663469,POINT (-122.17928529263958 37.75336167663469)
International Blvd between 85th Ave and 86th Ave,7,middle,0,-122.1772040678056,37.753515573303325,POINT (-122.1772040678056 37.753515573303325)
International Blvd between 85th Ave and 86th Ave,7,middle,1,-122.17716192835562,37.75345967816262,POINT (-122.17716192835562 37.75345967816262)
International Blvd between 85th Ave and 86th Ave,7,middle,2,-122.17711978890563,37.753403783021916,POINT (-122.17711978890563 37.753403783021916)
International Blvd between 85th Ave and 86th Ave,7,middle,3,-122.17707764945564,37.75334788788121,POINT (-122.17707764945564 37.75334788788121)
International Blvd between 85th Ave and 86th Ave,7,middle,4,-122.17703551000564,37.75329199274051,POINT (-122.17703551000564 37.75329199274051)
International Blvd between 85th Ave and 86th Ave,7,middle,5,-122.17699337055565,37.753236097599796,POINT (-122.17699337055565 37.753236097599796)
International Blvd between 85th Ave and 86th Ave,7,middle,6,-122.17695123110566,37.75318020245909,POINT (-122.17695123110566 37.75318020245909)
88th Ave between Birch St and Plymouth St,1,middle,0,-122.17061159289854,37.75327599534894,POINT (-122.17061159289854 37.75327599534894)
75th Ave between Snell St & Hawley St,1,middle,0,-122.19352498889683,37.75340489336515,POINT (-122.19352498889683 37.75340489336515)
86th Ave between International and Holly St,1,middle,0,-122.17542315375253,37.7535199058183,POINT (-122.17542315375253 37.7535199058183)
International Blvd between 84th Ave and 85th Ave,3,middle,0,-122.17782738438174,37.7542080906842,POINT (-122.17782738438174 37.7542080906842)
International Blvd between 84th Ave and 85th Ave,3,middle,1,-122.17778751738771,37.75415055267253,POINT (-122.17778751738771 37.75415055267253)
International Blvd between 84th Ave and 85th Ave,3,middle,2,-122.17774765039368,37.75409301466086,POINT (-122.17774765039368 37.75409301466086)
85th Ave between Holly St and International Blvd,1,middle,0,-122.17599246097836,37.7542870722625,POINT (-122.17599246097836 37.7542870722625)
73rd Ave between Hawley St and Spencer St,1,middle,0,-122.19408762888133,37.754768334205714,POINT (-122.19408762888133 37.754768334205714)
International Blvd between 83rd Ave and 84th Ave,3,middle,0,-122.1784152028453,37.755012058181954,POINT (-122.1784152028453 37.755012058181954)
International Blvd between 83rd Ave and 84th Ave,3,middle,1,-122.17836086168667,37.754967932923,POINT (-122.17836086168667 37.754967932923)
International Blvd between 83rd Ave and 84th Ave,3,middle,2,-122.17830652052803,37.75492380766405,POINT (-122.17830652052803 37.75492380766405)
Hawley St between 72nd Ave and 73rd Ave | Hawley St between 72nd Ave & 73rd Ave,2,middle,0,-122.1947755738096,37.75502065623974,POINT (-122.1947755738096 37.75502065623974)
Hawley St between 72nd Ave and 73rd Ave | Hawley St between 72nd Ave & 73rd Ave,2,middle,1,-122.1947249709694,37.75497228938574,POINT (-122.1947249709694 37.75497228938574)
84th Ave between Holly St and International Blvd,1,middle,0,-122.17656070757238,37.755042186791734,POINT (-122.17656070757238 37.755042186791734)
International Blvd between 82nd ave and 83rd ave,1,middle,0,-122.17935229701797,37.75551557971799,POINT (-122.17935229701797 37.75551557971799)
Hawley St between 71st Ave and 72nd Ave,1,middle,0,-122.19530360656188,37.75554278689555,POINT (-122.19530360656188 37.75554278689555)
83rd Ave between Holly St and International Blvd,1,middle,0,-122.17713963072309,37.75582307157088,POINT (-122.17713963072309 37.75582307157088)
Hamilton St between 73rd Ave and Hegenberger Rd,1,middle,0,-122.19067176728109,37.75676950899221,POINT (-122.19067176728109 37.75676950899221)
Hamilton St between 72nd Ave and 73rd Ave,1,middle,0,-122.19121711834352,37.75730207419805,POINT (-122.19121711834352 37.75730207419805)
Hamilton St between 71st Ave and 72nd Ave,1,middle,0,-122.19175147173782,37.75782389872677,POINT (-122.19175147173782 37.75782389872677)
Hamilton St between 70th Ave and 71st Ave,1,middle,0,-122.19228424433349,37.75834883085044,POINT (-122.19228424433349 37.75834883085044)
Hamilton St between 69th Ave and 70th Ave,1,middle,0,-122.19281393237112,37.758871822837904,POINT (-122.19281393237112 37.758871822837904)
84th Ave between 83rd ave and Dowling St,1,middle,0,-122.16652261955848,37.759742537411164,POINT (-122.16652261955848 37.759742537411164)
Dowling St between 83rd Ave and 84th Ave,1,middle,0,-122.16801831489342,37.75990001019975,POINT (-122.16801831489342 37.75990001019975)
83rd Ave between 84th Ave & 83rd Ave | 83rd Ave between 84th Ave and 83rd Ave,2,middle,0,-122.16666961158883,37.760606332434136,POINT (-122.16666961158883 37.760606332434136)
83rd Ave between 84th Ave & 83rd Ave | 83rd Ave between 84th Ave and 83rd Ave,2,middle,1,-122.16662632307641,37.76055973336228,POINT (-122.16662632307641 37.76055973336228)
83rd Ave between Dowling St and 83rd Ave,2,middle,0,-122.16699192906407,37.76055069599739,POINT (-122.16699192906407 37.76055069599739)
83rd Ave between Dowling St and 83rd Ave,2,middle,1,-122.16705575429008,37.76052194985809,POINT (-122.16705575429008 37.76052194985809)
54th Ave between San Leandro St and E 8th St,2,middle,0,-122.21029455026189,37.76379690532528,POINT (-122.21029455026189 37.76379690532528)
54th Ave between San Leandro St and E 8th St,2,middle,1,-122.21023961799105,37.7638402924849,POINT (-122.21023961799105 37.7638402924849)
53rd Ave between E 8th St and San Leandro St,1,middle,0,-122.21090984858391,37.764303835311765,POINT (-122.21090984858391 37.764303835311765)
San Leandro St between 53rd Ave and 54th Ave,2,middle,0,-122.21013761873512,37.764708537598814,POINT (-122.21013761873512 37.764708537598814)
San Leandro St between 53rd Ave and 54th Ave,2,middle,1,-122.21008389262835,37.76466366549778,POINT (-122.21008389262835 37.76466366549778)
Bancroft Ave between 74th Ave and 75th Ave,2,middle,0,-122.17589495294044,37.7655395772838,POINT (-122.17589495294044 37.7655395772838)
Bancroft Ave between 74th Ave and 75th Ave,2,middle,1,-122.17584475599242,37.76549078930979,POINT (-122.17584475599242 37.76549078930979)
Bancroft Ave between 73rd Ave and 74th Ave,3,middle,0,-122.17643284558612,37.76607258848463,POINT (-122.17643284558612 37.76607258848463)
Bancroft Ave between 73rd Ave and 74th Ave,3,middle,1,-122.17638324114668,37.76602319820636,POINT (-122.17638324114668 37.76602319820636)
Bancroft Ave between 73rd Ave and 74th Ave,3,middle,2,-122.17633363670724,37.765973807928084,POINT (-122.17633363670724 37.765973807928084)
50th Ave between E 12th St & San Leandro St,3,middle,0,-122.21086906838752,37.76748531853299,POINT (-122.21086906838752 37.76748531853299)
50th Ave between E 12th St & San Leandro St,3,middle,1,-122.21092160197661,37.767439055999354,POINT (-122.21092160197661 37.767439055999354)
50th Ave between E 12th St & San Leandro St,3,middle,2,-122.21097413556569,37.767392793465724,POINT (-122.21097413556569 37.767392793465724)
Alameda Avenue between High St and E 8th St,2,middle,0,-122.22124653663455,37.76810929879265,POINT (-122.22124653663455 37.76810929879265)
Alameda Avenue between High St and E 8th St,2,middle,1,-122.22117782261154,37.76809594278122,POINT (-122.22117782261154 37.76809594278122)
Alameda Avenue between Oakport St and  E 8th St,7,middle,0,-122.22124368879241,37.76810767063938,POINT (-122.22124368879241 37.76810767063938)
Alameda Avenue between Oakport St and  E 8th St,7,middle,1,-122.22117506593823,37.76809385384226,POINT (-122.22117506593823 37.76809385384226)
Alameda Avenue between Oakport St and  E 8th St,7,middle,2,-122.22110644308403,37.76808003704513,POINT (-122.22110644308403 37.76808003704513)
Alameda Avenue between Oakport St and  E 8th St,7,middle,3,-122.22103779820036,37.76806644126808,POINT (-122.22103779820036 37.76806644126808)
Alameda Avenue between Oakport St and  E 8th St,7,middle,4,-122.22096779820036,37.76806644126808,POINT (-122.22096779820036 37.76806644126808)
Alameda Avenue between Oakport St and  E 8th St,7,middle,5,-122.22089779820035,37.76806644126808,POINT (-122.22089779820035 37.76806644126808)
Alameda Avenue between Oakport St and  E 8th St,7,middle,6,-122.22082779820036,37.76806644126808,POINT (-122.22082779820036 37.76806644126808)
Alameda Avenue between E 8th St and Howard St,8,middle,0,-122.2215856399969,37.7681387522552,POINT (-122.2215856399969 37.7681387522552)
Alameda Avenue between E 8th St and Howard St,8,middle,1,-122.2216556399942,37.76813877172849,POINT (-122.2216556399942 37.76813877172849)
Alameda Avenue between E 8th St and Howard St,8,middle,2,-122.22172563999149,37.76813879120178,POINT (-122.22172563999149 37.76813879120178)
Alameda Avenue between E 8th St and Howard St,8,middle,3,-122.22179563998878,37.76813881067507,POINT (-122.22179563998878 37.76813881067507)
Alameda Avenue between E 8th St and Howard St,8,middle,4,-122.22186563998608,37.76813883014837,POINT (-122.22186563998608 37.76813883014837)
Alameda Avenue between E 8th St and Howard St,8,middle,5,-122.22193563998337,37.76813884962166,POINT (-122.22193563998337 37.76813884962166)
