location,num_postings,side,dot_index,longitude,latitude,geometry
Foothill Blvd between Crosby Ave & 36th Ave,2,middle,1,-122.21875094669417,37.781059529858226,POINT (-122.21875094669417 37.781059529858226)
E 12th St between 25th Ave & 26th Ave,3,middle,0,-122.2344362684882,37.78123267517493,POINT (-122.2344362684882 37.78123267517493)
E 12th St between 25th Ave & 26th Ave,3,middle,1,-122.23437762102841,37.781194459007395,POINT (-122.23437762102841 37.781194459007395)
E 12th St between 25th Ave & 26th Ave,3,middle,2,-122.23431897356862,37.78115624283987,POINT (-122.23431897356862 37.78115624283987)
E 15th St between Miller Ave and 24th Ave | E 15th St between Miller Ave & 24th Ave,2,middle,0,-122.23378659240655,37.78341995977972,POINT (-122.23378659240655 37.78341995977972)
E 15th St between Miller Ave and 24th Ave | E 15th St between Miller Ave & 24th Ave,2,middle,1,-122.23384645326229,37.783456245836966,POINT (-122.23384645326229 37.783456245836966)
Miller Ave between International Blvd & E 15th St,1,middle,0,-122.23421833752818,37.78345871270089,POINT (-122.23421833752818 37.78345871270089)
Miller Ave between E 15th St & E 16th St,2,middle,0,-122.23397911679889,37.78375524741168,POINT (-122.23397911679889 37.78375524741168)
Miller Ave between E 15th St & E 16th St,2,middle,1,-122.23393321013617,37.78380809226308,POINT (-122.23393321013617 37.78380809226308)
23rd Ave between International Blvd & E 15th St,1,middle,0,-122.23528974294918,37.784100243031496,POINT (-122.23528974294918 37.784100243031496)
E 15th St between 23rd Ave & Miller Ave | E 15th St between 23rd Ave and Miller Ave,2,middle,0,-122.23498709490075,37.78413796090065,POINT (-122.23498709490075 37.78413796090065)
E 15th St between 23rd Ave & Miller Ave | E 15th St between 23rd Ave and Miller Ave,2,middle,1,-122.2349269341889,37.78410217418872,POINT (-122.2349269341889 37.78410217418872)
23rd Ave between E 15th St and  E 16th St,1,middle,0,-122.23501566861493,37.784369461523944,POINT (-122.23501566861493 37.784369461523944)
21st Ave between E 12th St and International Blvd,1,middle,0,-122.23965992000993,37.78442996000054,POINT (-122.23965992000993 37.78442996000054)
19th Ave between E 12th St and Solano Way,8,middle,0,-122.24181951508383,37.7856359891321,POINT (-122.24181951508383 37.7856359891321)
19th Ave between E 12th St and Solano Way,8,middle,1,-122.24177076303947,37.78568622097628,POINT (-122.24177076303947 37.78568622097628)
19th Ave between E 12th St and Solano Way,8,middle,2,-122.24172201099509,37.785736452820466,POINT (-122.24172201099509 37.785736452820466)
19th Ave between E 12th St and Solano Way,8,middle,3,-122.24167325895073,37.78578668466465,POINT (-122.24167325895073 37.78578668466465)
19th Ave between E 12th St and Solano Way,8,middle,4,-122.24162450690636,37.785836916508835,POINT (-122.24162450690636 37.785836916508835)
19th Ave between E 12th St and Solano Way,8,middle,5,-122.241575754862,37.78588714835302,POINT (-122.241575754862 37.78588714835302)
19th Ave between E 12th St and Solano Way,8,middle,6,-122.24152700281763,37.785937380197204,POINT (-122.24152700281763 37.785937380197204)
19th Ave between E 12th St and Solano Way,8,middle,7,-122.24147825077327,37.78598761204139,POINT (-122.24147825077327 37.78598761204139)
23rd Ave between Foothill Blvd and E 17th St,2,middle,0,-122.23347421651778,37.7856593366823,POINT (-122.23347421651778 37.7856593366823)
23rd Ave between Foothill Blvd and E 17th St,2,middle,1,-122.23352986347084,37.785616870029315,POINT (-122.23352986347084 37.785616870029315)
Solano Way between 19th Ave and 20th Ave,4,middle,0,-122.24127496436823,37.78594926405479,POINT (-122.24127496436823 37.78594926405479)
Solano Way between 19th Ave and 20th Ave,4,middle,1,-122.24121496944043,37.78591320010273,POINT (-122.24121496944043 37.78591320010273)
Solano Way between 19th Ave and 20th Ave,4,middle,2,-122.24115497451263,37.78587713615068,POINT (-122.24115497451263 37.78587713615068)
Solano Way between 19th Ave and 20th Ave,4,middle,3,-122.24109497958483,37.78584107219862,POINT (-122.24109497958483 37.78584107219862)
18th Ave between E 12th St and Solano Way | 18th Ave between E12th St & Solano Way,6,middle,0,-122.24277128467811,37.78637018387795,POINT (-122.24277128467811 37.78637018387795)
18th Ave between E 12th St and Solano Way | 18th Ave between E12th St & Solano Way,6,middle,1,-122.24272225051072,37.78642014036329,POINT (-122.24272225051072 37.78642014036329)
18th Ave between E 12th St and Solano Way | 18th Ave between E12th St & Solano Way,6,middle,2,-122.24267321634332,37.78647009684863,POINT (-122.24267321634332 37.78647009684863)
18th Ave between E 12th St and Solano Way | 18th Ave between E12th St & Solano Way,6,middle,3,-122.24262418217593,37.78652005333397,POINT (-122.24262418217593 37.78652005333397)
18th Ave between E 12th St and Solano Way | 18th Ave between E12th St & Solano Way,6,middle,4,-122.24257514800853,37.786570009819314,POINT (-122.24257514800853 37.786570009819314)
18th Ave between E 12th St and Solano Way | 18th Ave between E12th St & Solano Way,6,middle,5,-122.24252611384112,37.786619966304656,POINT (-122.24252611384112 37.786619966304656)
19th Ave between Solano Way and International Blvd,8,middle,0,-122.2411078161131,37.786401032720406,POINT (-122.2411078161131 37.786401032720406)
19th Ave between Solano Way and International Blvd,8,middle,1,-122.24115496948973,37.78634929724833,POINT (-122.24115496948973 37.78634929724833)
19th Ave between Solano Way and International Blvd,8,middle,2,-122.24120212286637,37.786297561776244,POINT (-122.24120212286637 37.786297561776244)
19th Ave between Solano Way and International Blvd,8,middle,3,-122.24124927624301,37.78624582630416,POINT (-122.24124927624301 37.78624582630416)
19th Ave between Solano Way and International Blvd,8,middle,4,-122.24129642961965,37.78619409083208,POINT (-122.24129642961965 37.78619409083208)
19th Ave between Solano Way and International Blvd,8,middle,5,-122.2413435829963,37.78614235536,POINT (-122.2413435829963 37.78614235536)
19th Ave between Solano Way and International Blvd,8,left,0,-122.24103390829586,37.78633367075378,POINT (-122.24103390829586 37.78633367075378)
19th Ave between Solano Way and International Blvd,8,left,1,-122.24108106167249,37.7862819352817,POINT (-122.24108106167249 37.7862819352817)
Solano Way between 18th Ave and 19th Ave,4,middle,0,-122.24232710324739,37.78657733650515,POINT (-122.24232710324739 37.78657733650515)
Solano Way between 18th Ave and 19th Ave,4,middle,1,-122.24226697608886,37.786541493447146,POINT (-122.24226697608886 37.786541493447146)
Solano Way between 18th Ave and 19th Ave,4,middle,2,-122.24220684893032,37.78650565038915,POINT (-122.24220684893032 37.78650565038915)
Solano Way between 18th Ave and 19th Ave,4,middle,3,-122.24214672177179,37.78646980733115,POINT (-122.24214672177179 37.78646980733115)
17th Ave between E 12th St and Solano Way | 17th Ave between Solano Way & E 12th St,13,middle,0,-122.24383176480356,37.78699663133515,POINT (-122.24383176480356 37.78699663133515)
17th Ave between E 12th St and Solano Way | 17th Ave between Solano Way & E 12th St,13,middle,1,-122.24378211275666,37.787045973753415,POINT (-122.24378211275666 37.787045973753415)
17th Ave between E 12th St and Solano Way | 17th Ave between Solano Way & E 12th St,13,middle,2,-122.24373246070978,37.78709531617167,POINT (-122.24373246070978 37.78709531617167)
17th Ave between E 12th St and Solano Way | 17th Ave between Solano Way & E 12th St,13,middle,3,-122.24368280866288,37.78714465858993,POINT (-122.24368280866288 37.78714465858993)
17th Ave between E 12th St and Solano Way | 17th Ave between Solano Way & E 12th St,13,middle,4,-122.243633156616,37.78719400100819,POINT (-122.243633156616 37.78719400100819)
17th Ave between E 12th St and Solano Way | 17th Ave between Solano Way & E 12th St,13,middle,5,-122.2435835045691,37.78724334342645,POINT (-122.2435835045691 37.78724334342645)
17th Ave between E 12th St and Solano Way | 17th Ave between Solano Way & E 12th St,13,left,0,-122.24390225397251,37.78706756283071,POINT (-122.24390225397251 37.78706756283071)
17th Ave between E 12th St and Solano Way | 17th Ave between Solano Way & E 12th St,13,left,1,-122.24385260192561,37.78711690524897,POINT (-122.24385260192561 37.78711690524897)
17th Ave between E 12th St and Solano Way | 17th Ave between Solano Way & E 12th St,13,left,2,-122.24380294987873,37.78716624766723,POINT (-122.24380294987873 37.78716624766723)
17th Ave between E 12th St and Solano Way | 17th Ave between Solano Way & E 12th St,13,left,3,-122.24375329783183,37.78721559008549,POINT (-122.24375329783183 37.78721559008549)
17th Ave between E 12th St and Solano Way | 17th Ave between Solano Way & E 12th St,13,left,4,-122.24370364578495,37.787264932503746,POINT (-122.24370364578495 37.787264932503746)
17th Ave between E 12th St and Solano Way | 17th Ave between Solano Way & E 12th St,13,left,5,-122.24365399373805,37.787314274922004,POINT (-122.24365399373805 37.787314274922004)
17th Ave between E 12th St and Solano Way | 17th Ave between Solano Way & E 12th St,13,right,0,-122.2435540460275,37.78713163716928,POINT (-122.2435540460275 37.78713163716928)
18th Ave between Solano Way and International Blvd | 18th Ave between Solano Way & International Blvd,5,middle,0,-122.2422252712718,37.78697022646305,POINT (-122.2422252712718 37.78697022646305)
18th Ave between Solano Way and International Blvd | 18th Ave between Solano Way & International Blvd,5,middle,1,-122.24227357238463,37.78691956086822,POINT (-122.24227357238463 37.78691956086822)
18th Ave between Solano Way and International Blvd | 18th Ave between Solano Way & International Blvd,5,middle,2,-122.24232187349747,37.78686889527339,POINT (-122.24232187349747 37.78686889527339)
18th Ave between Solano Way and International Blvd | 18th Ave between Solano Way & International Blvd,5,middle,3,-122.2423701746103,37.786818229678566,POINT (-122.2423701746103 37.786818229678566)
18th Ave between Solano Way and International Blvd | 18th Ave between Solano Way & International Blvd,5,middle,4,-122.24241847572313,37.78676756408374,POINT (-122.24241847572313 37.78676756408374)
22nd Ave between E 17th St and Foothill Blvd,1,middle,0,-122.2356655268728,37.7869423686333,POINT (-122.2356655268728 37.7869423686333)
Solano Way between 17th Ave and 18th Ave,5,middle,0,-122.24335648305124,37.78719577299021,POINT (-122.24335648305124 37.78719577299021)
Solano Way between 17th Ave and 18th Ave,5,middle,1,-122.24329650447108,37.78715968185665,POINT (-122.24329650447108 37.78715968185665)
Solano Way between 17th Ave and 18th Ave,5,middle,2,-122.24323652589091,37.78712359072309,POINT (-122.24323652589091 37.78712359072309)
Solano Way between 17th Ave and 18th Ave,5,middle,3,-122.24317654731075,37.78708749958953,POINT (-122.24317654731075 37.78708749958953)
Solano Way between 17th Ave and 18th Ave,5,middle,4,-122.24311656873058,37.78705140845597,POINT (-122.24311656873058 37.78705140845597)
16th Ave between E 12th St and Solano Way,4,middle,0,-122.24489649902034,37.7876242684818,POINT (-122.24489649902034 37.7876242684818)
16th Ave between E 12th St and Solano Way,4,middle,1,-122.24484829441316,37.787675025903376,POINT (-122.24484829441316 37.787675025903376)
16th Ave between E 12th St and Solano Way,4,middle,2,-122.24480008980596,37.78772578332496,POINT (-122.24480008980596 37.78772578332496)
16th Ave between E 12th St and Solano Way,4,middle,3,-122.24475188519877,37.787776540746535,POINT (-122.24475188519877 37.787776540746535)
17th Ave between Solano Way and International Blvd,5,middle,0,-122.24326304545004,37.787591289294824,POINT (-122.24326304545004 37.787591289294824)
17th Ave between Solano Way and International Blvd,5,middle,1,-122.24331001146882,37.78753938367779,POINT (-122.24331001146882 37.78753938367779)
17th Ave between Solano Way and International Blvd,5,middle,2,-122.24335697748761,37.787487478060754,POINT (-122.24335697748761 37.787487478060754)
17th Ave between Solano Way and International Blvd,5,middle,3,-122.2434039435064,37.78743557244373,POINT (-122.2434039435064 37.78743557244373)
17th Ave between Solano Way and International Blvd,5,middle,4,-122.24345090952518,37.78738366682669,POINT (-122.24345090952518 37.78738366682669)
Solano Way between 16th Ave and 17th Ave,4,middle,0,-122.24442674159036,37.78782902973571,POINT (-122.24442674159036 37.78782902973571)
Solano Way between 16th Ave and 17th Ave,4,middle,1,-122.24436644673193,37.787793469504464,POINT (-122.24436644673193 37.787793469504464)
Solano Way between 16th Ave and 17th Ave,4,middle,2,-122.24430615187349,37.78775790927322,POINT (-122.24430615187349 37.78775790927322)
Solano Way between 16th Ave and 17th Ave,4,middle,3,-122.24424585701506,37.78772234904197,POINT (-122.24424585701506 37.78772234904197)
15th Ave between E 12th St and Solano Way,4,middle,0,-122.24595207885675,37.78825176369782,POINT (-122.24595207885675 37.78825176369782)
15th Ave between E 12th St and Solano Way,4,middle,1,-122.2459028941064,37.78830157193341,POINT (-122.2459028941064 37.78830157193341)
15th Ave between E 12th St and Solano Way,4,middle,2,-122.24585370935603,37.788351380169,POINT (-122.24585370935603 37.788351380169)
15th Ave between E 12th St and Solano Way,4,middle,3,-122.24580452460567,37.788401188404585,POINT (-122.24580452460567 37.788401188404585)
16th Ave between Solano Way and International Blvd,4,middle,0,-122.24427131477586,37.78828118980378,POINT (-122.24427131477586 37.78828118980378)
16th Ave between Solano Way and International Blvd,4,middle,1,-122.24431961895475,37.7882305271321,POINT (-122.24431961895475 37.7882305271321)
16th Ave between Solano Way and International Blvd,4,middle,2,-122.24436792313362,37.78817986446041,POINT (-122.24436792313362 37.78817986446041)
16th Ave between Solano Way and International Blvd,4,middle,3,-122.2444162273125,37.78812920178872,POINT (-122.2444162273125 37.78812920178872)
E 12th St between 14th Ave and 16th Ave (Behind Burger King),1,middle,0,-122.24642311870437,37.788374199266116,POINT (-122.24642311870437 37.788374199266116)
Solano Way between 15th Ave and 16th Ave,4,middle,0,-122.24546127420857,37.78846922956966,POINT (-122.24546127420857 37.78846922956966)
Solano Way between 15th Ave and 16th Ave,4,middle,1,-122.24540190914107,37.788432137943104,POINT (-122.24540190914107 37.788432137943104)
Solano Way between 15th Ave and 16th Ave,4,middle,2,-122.24534254407355,37.78839504631656,POINT (-122.24534254407355 37.78839504631656)
Solano Way between 15th Ave and 16th Ave,4,middle,3,-122.24528317900605,37.78835795469001,POINT (-122.24528317900605 37.78835795469001)
Solano Way between 14th Ave and 15th Ave,4,middle,0,-122.2462334988093,37.78890522120258,POINT (-122.2462334988093 37.78890522120258)
Solano Way between 14th Ave and 15th Ave,4,middle,1,-122.24617209901744,37.78887160475483,POINT (-122.24617209901744 37.78887160475483)
Solano Way between 14th Ave and 15th Ave,4,middle,2,-122.24611069922558,37.78883798830709,POINT (-122.24611069922558 37.78883798830709)
Solano Way between 14th Ave and 15th Ave,4,middle,3,-122.24604929943372,37.788804371859335,POINT (-122.24604929943372 37.788804371859335)
15th Ave between Solano Way and International Blvd,4,middle,0,-122.24532365065036,37.788901816937056,POINT (-122.24532365065036 37.788901816937056)
15th Ave between Solano Way and International Blvd,4,middle,1,-122.24537175871944,37.788850968006976,POINT (-122.24537175871944 37.788850968006976)
15th Ave between Solano Way and International Blvd,4,middle,2,-122.24541986678851,37.788800119076896,POINT (-122.24541986678851 37.788800119076896)
15th Ave between Solano Way and International Blvd,4,middle,3,-122.24546797485759,37.788749270146816,POINT (-122.24546797485759 37.788749270146816)
16th Ave between Foothill Blvd and E 15th St,1,middle,0,-122.24326284434859,37.7893454756928,POINT (-122.24326284434859 37.7893454756928)
E 8th St between 11th Ave and 12th Ave,4,middle,0,-122.2507221896771,37.78972057387453,POINT (-122.2507221896771 37.78972057387453)
E 8th St between 11th Ave and 12th Ave,4,middle,1,-122.25065765963534,37.789693446882296,POINT (-122.25065765963534 37.789693446882296)
E 8th St between 11th Ave and 12th Ave,4,middle,2,-122.25059312959355,37.78966631989007,POINT (-122.25059312959355 37.78966631989007)
E 8th St between 11th Ave and 12th Ave,4,middle,3,-122.25052859955177,37.78963919289783,POINT (-122.25052859955177 37.78963919289783)
E 15th St between 15th Ave and 16th Ave,1,middle,0,-122.24429177100474,37.78971035216284,POINT (-122.24429177100474 37.78971035216284)
15th Ave between Gleason Way and E 15th St,1,middle,0,-122.2443703991181,37.78991303020073,POINT (-122.2443703991181 37.78991303020073)
12th Ave between E. 8th St and E. 12th St | 12th Ave between E 8th St and E 12th St,4,middle,0,-122.24914728431274,37.78984032228681,POINT (-122.24914728431274 37.78984032228681)
12th Ave between E. 8th St and E. 12th St | 12th Ave between E 8th St and E 12th St,4,middle,1,-122.24920405808639,37.78979937428776,POINT (-122.24920405808639 37.78979937428776)
12th Ave between E. 8th St and E. 12th St | 12th Ave between E 8th St and E 12th St,4,middle,2,-122.24926083186004,37.78975842628871,POINT (-122.24926083186004 37.78975842628871)
12th Ave between E. 8th St and E. 12th St | 12th Ave between E 8th St and E 12th St,4,middle,3,-122.24931760563368,37.78971747828966,POINT (-122.24931760563368 37.78971747828966)
E 11th St between 11th Ave and E 8th St,3,middle,0,-122.25063999030228,37.78991825576245,POINT (-122.25063999030228 37.78991825576245)
E 11th St between 11th Ave and E 8th St,3,middle,1,-122.25058793450692,37.78987145625208,POINT (-122.25058793450692 37.78987145625208)
E 11th St between 11th Ave and E 8th St,3,middle,2,-122.25053587871159,37.7898246567417,POINT (-122.25053587871159 37.7898246567417)
11th Ave between E 8th St and E 11th St,4,middle,0,-122.2508298750056,37.789901544764916,POINT (-122.2508298750056 37.789901544764916)
11th Ave between E 8th St and E 11th St,4,middle,1,-122.25087103938552,37.789844927684214,POINT (-122.25087103938552 37.789844927684214)
11th Ave between E 8th St and E 11th St,4,middle,2,-122.25091220376542,37.78978831060351,POINT (-122.25091220376542 37.78978831060351)
11th Ave between E 8th St and E 11th St,4,middle,3,-122.25095336814533,37.78973169352281,POINT (-122.25095336814533 37.78973169352281)
11th Ave between E 11th St and E 12th St,4,middle,0,-122.25060250626512,37.790112984534545,POINT (-122.25060250626512 37.790112984534545)
11th Ave between E 11th St and E 12th St,4,middle,1,-122.2505460742471,37.79015440225227,POINT (-122.2505460742471 37.79015440225227)
11th Ave between E 11th St and E 12th St,4,middle,2,-122.25048964222907,37.790195819969995,POINT (-122.25048964222907 37.790195819969995)
11th Ave between E 11th St and E 12th St,4,middle,3,-122.25043321021104,37.79023723768772,POINT (-122.25043321021104 37.79023723768772)
E 8th St between 10th Ave and 11th Ave,4,middle,0,-122.25206846349572,37.790087478161404,POINT (-122.25206846349572 37.790087478161404)
E 8th St between 10th Ave and 11th Ave,4,middle,1,-122.25200277155447,37.79006330030263,POINT (-122.25200277155447 37.79006330030263)
E 8th St between 10th Ave and 11th Ave,4,middle,2,-122.25193707961323,37.79003912244385,POINT (-122.25193707961323 37.79003912244385)
E 8th St between 10th Ave and 11th Ave,4,middle,3,-122.25187138767197,37.79001494458508,POINT (-122.25187138767197 37.79001494458508)
E 8th St between 9th Ave and 10th Ave,4,middle,0,-122.25245959524575,37.79021860733234,POINT (-122.25245959524575 37.79021860733234)
E 8th St between 9th Ave and 10th Ave,4,middle,1,-122.2525266510858,37.79023869499814,POINT (-122.2525266510858 37.79023869499814)
E 8th St between 9th Ave and 10th Ave,4,middle,2,-122.25259370692584,37.79025878266394,POINT (-122.25259370692584 37.79025878266394)
E 8th St between 9th Ave and 10th Ave,4,middle,3,-122.25266076276587,37.790278870329736,POINT (-122.25266076276587 37.790278870329736)
Foothill Blvd between 15th Ave and 16th Ave,1,middle,0,-122.24349112493296,37.790549793299185,POINT (-122.24349112493296 37.790549793299185)
15th Ave between Foothill Blvd and Gleason Way,1,middle,0,-122.24375843933105,37.7905560909959,POINT (-122.24375843933105 37.7905560909959)
E 11th St between 10th Ave and 11th Ave,4,middle,0,-122.25146784729027,37.79060862363919,POINT (-122.25146784729027 37.79060862363919)
E 11th St between 10th Ave and 11th Ave,4,middle,1,-122.25141488991927,37.79056284682347,POINT (-122.25141488991927 37.79056284682347)
E 11th St between 10th Ave and 11th Ave,4,middle,2,-122.25136193254828,37.79051707000776,POINT (-122.25136193254828 37.79051707000776)
E 11th St between 10th Ave and 11th Ave,4,middle,3,-122.25130897517728,37.79047129319204,POINT (-122.25130897517728 37.79047129319204)
10th Ave between E 8th St and E 11th St,4,middle,0,-122.25174873205997,37.790635694716165,POINT (-122.25174873205997 37.790635694716165)
10th Ave between E 8th St and E 11th St,4,middle,1,-122.25180518404326,37.790594304215055,POINT (-122.25180518404326 37.790594304215055)
10th Ave between E 8th St and E 11th St,4,middle,2,-122.25186163602655,37.79055291371394,POINT (-122.25186163602655 37.79055291371394)
10th Ave between E 8th St and E 11th St,4,middle,3,-122.25191808800984,37.79051152321283,POINT (-122.25191808800984 37.79051152321283)
10th Ave between E 11th St and E 12th St,4,middle,0,-122.25145305316904,37.790848779116175,POINT (-122.25145305316904 37.790848779116175)
10th Ave between E 11th St and E 12th St,4,middle,1,-122.25139597969195,37.790889308342834,POINT (-122.25139597969195 37.790889308342834)
10th Ave between E 11th St and E 12th St,4,middle,2,-122.25133890621487,37.790929837569486,POINT (-122.25133890621487 37.790929837569486)
10th Ave between E 11th St and E 12th St,4,middle,3,-122.25128183273777,37.79097036679614,POINT (-122.25128183273777 37.79097036679614)
E 11th St between 9th Ave and 10th Ave,4,middle,0,-122.25175695714933,37.79086115092517,POINT (-122.25175695714933 37.79086115092517)
E 11th St between 9th Ave and 10th Ave,4,middle,1,-122.251809437155,37.790907474234686,POINT (-122.251809437155 37.790907474234686)
E 11th St between 9th Ave and 10th Ave,4,middle,2,-122.25186191716067,37.790953797544205,POINT (-122.25186191716067 37.790953797544205)
E 11th St between 9th Ave and 10th Ave,4,middle,3,-122.25191439716635,37.791000120853724,POINT (-122.25191439716635 37.791000120853724)
E 10th St between 9th Ave and E 8th St,4,middle,0,-122.25324485567475,37.79077434464591,POINT (-122.25324485567475 37.79077434464591)
E 10th St between 9th Ave and E 8th St,4,middle,1,-122.25319250568047,37.79072787446086,POINT (-122.25319250568047 37.79072787446086)
E 10th St between 9th Ave and E 8th St,4,middle,2,-122.2531401556862,37.79068140427581,POINT (-122.2531401556862 37.79068140427581)
E 10th St between 9th Ave and E 8th St,4,middle,3,-122.25308211248141,37.79064279005677,POINT (-122.25308211248141 37.79064279005677)
9th Ave between E 8th St & E 10th St,4,middle,0,-122.25340345757373,37.79073625521661,POINT (-122.25340345757373 37.79073625521661)
9th Ave between E 8th St & E 10th St,4,middle,1,-122.25340345757373,37.79066625521661,POINT (-122.25340345757373 37.79066625521661)
9th Ave between E 8th St & E 10th St,4,middle,2,-122.25340345757373,37.790596255216606,POINT (-122.25340345757373 37.790596255216606)
9th Ave between E 8th St & E 10th St,4,left,0,-122.25330345757372,37.79070406327392,POINT (-122.25330345757372 37.79070406327392)
9th Ave between E 10th St & E 11th St,4,middle,0,-122.25319452598877,37.790927852297386,POINT (-122.25319452598877 37.790927852297386)
9th Ave between E 10th St & E 11th St,4,middle,1,-122.25313783989517,37.79096892158997,POINT (-122.25313783989517 37.79096892158997)
9th Ave between E 10th St & E 11th St,4,middle,2,-122.25308115380159,37.79100999088255,POINT (-122.25308115380159 37.79100999088255)
9th Ave between E 10th St & E 11th St,4,middle,3,-122.25302446770799,37.791051060175135,POINT (-122.25302446770799 37.791051060175135)
E 8th St between 8th Ave and 9th Ave,4,middle,0,-122.25468715949307,37.790907184557085,POINT (-122.25468715949307 37.790907184557085)
E 8th St between 8th Ave and 9th Ave,4,middle,1,-122.25462040943883,37.79088610304249,POINT (-122.25462040943883 37.79088610304249)
E 8th St between 8th Ave and 9th Ave,4,middle,2,-122.25455365938458,37.79086502152789,POINT (-122.25455365938458 37.79086502152789)
E 8th St between 8th Ave and 9th Ave,4,middle,3,-122.25448690933032,37.79084394001329,POINT (-122.25448690933032 37.79084394001329)
9th Ave between E 11th St & E 12th St,4,middle,0,-122.25228481568168,37.79158294875117,POINT (-122.25228481568168 37.79158294875117)
9th Ave between E 11th St & E 12th St,4,middle,1,-122.25222746440313,37.79162308390844,POINT (-122.25222746440313 37.79162308390844)
9th Ave between E 11th St & E 12th St,4,middle,2,-122.25217011312459,37.79166321906572,POINT (-122.25217011312459 37.79166321906572)
9th Ave between E 11th St & E 12th St,4,middle,3,-122.25211276184604,37.79170335422299,POINT (-122.25211276184604 37.79170335422299)
E 10th St between 8th Ave and 9th Ave,4,middle,0,-122.25404005226568,37.791430919408235,POINT (-122.25404005226568 37.791430919408235)
E 10th St between 8th Ave and 9th Ave,4,middle,1,-122.25398720424815,37.791385016390436,POINT (-122.25398720424815 37.791385016390436)
E 10th St between 8th Ave and 9th Ave,4,middle,2,-122.25393435623062,37.791339113372636,POINT (-122.25393435623062 37.791339113372636)
E 10th St between 8th Ave and 9th Ave,4,middle,3,-122.25388150821308,37.79129321035484,POINT (-122.25388150821308 37.79129321035484)
8th Ave between E 8th St & E 10th St,4,middle,0,-122.25431928121348,37.791452584834005,POINT (-122.25431928121348 37.791452584834005)
8th Ave between E 8th St & E 10th St,4,middle,1,-122.25437551071312,37.791410892588075,POINT (-122.25437551071312 37.791410892588075)
8th Ave between E 8th St & E 10th St,4,middle,2,-122.25443174021275,37.79136920034215,POINT (-122.25443174021275 37.79136920034215)
8th Ave between E 8th St & E 10th St,4,middle,3,-122.25448796971239,37.791327508096224,POINT (-122.25448796971239 37.791327508096224)
8th Ave between E 10th St & E 11th St,4,middle,0,-122.2540256158124,37.79166472507971,POINT (-122.2540256158124 37.79166472507971)
8th Ave between E 10th St & E 11th St,4,middle,1,-122.25396842214823,37.79170508452446,POINT (-122.25396842214823 37.79170508452446)
8th Ave between E 10th St & E 11th St,4,middle,2,-122.25391122848407,37.791745443969205,POINT (-122.25391122848407 37.791745443969205)
8th Ave between E 10th St & E 11th St,4,middle,3,-122.25385403481992,37.79178580341395,POINT (-122.25385403481992 37.79178580341395)
E 11th St between 8th Ave and 9th Ave,4,middle,0,-122.25312847615673,37.792071616659406,POINT (-122.25312847615673 37.792071616659406)
E 11th St between 8th Ave and 9th Ave,4,middle,1,-122.25307599029387,37.79202529998639,POINT (-122.25307599029387 37.79202529998639)
E 11th St between 8th Ave and 9th Ave,4,middle,2,-122.253023504431,37.79197898331338,POINT (-122.253023504431 37.79197898331338)
E 11th St between 8th Ave and 9th Ave,4,middle,3,-122.25297101856813,37.791932666640356,POINT (-122.25297101856813 37.791932666640356)
8th Ave between E 11th St & E 12th St,4,middle,0,-122.25310962616135,37.79231236381,POINT (-122.25310962616135 37.79231236381)
8th Ave between E 11th St & E 12th St,4,middle,1,-122.25305264280253,37.79235301964374,POINT (-122.25305264280253 37.79235301964374)
8th Ave between E 11th St & E 12th St,4,middle,2,-122.25299565944371,37.79239367547749,POINT (-122.25299565944371 37.79239367547749)
8th Ave between E 11th St & E 12th St,4,middle,3,-122.2529386760849,37.79243433131124,POINT (-122.2529386760849 37.79243433131124)
Oak St between Fallon St and 2nd St,1,middle,0,-122.2681520944092,37.79270073571622,POINT (-122.2681520944092 37.79270073571622)
Oak St between 2nd St and 3rd St,1,middle,0,-122.2680000446866,37.79295065982995,POINT (-122.2680000446866 37.79295065982995)
Oak St between 3rd St and 4th St,1,middle,0,-122.26753340912933,37.793654559199936,POINT (-122.26753340912933 37.793654559199936)
7th Ave between E 12th St and International Blvd,1,middle,0,-122.25299412080385,37.79372719986567,POINT (-122.25299412080385 37.79372719986567)
5th Ave between E 8th St & E 10th St,3,middle,0,-122.25688076391377,37.793610404370284,POINT (-122.25688076391377 37.793610404370284)
5th Ave between E 8th St & E 10th St,3,middle,1,-122.2569376773383,37.79356965069428,POINT (-122.2569376773383 37.79356965069428)
5th Ave between E 8th St & E 10th St,3,middle,2,-122.25699459076284,37.793528897018284,POINT (-122.25699459076284 37.793528897018284)
E 10th St between 5th Ave & 6th Ave,1,middle,0,-122.25654002217304,37.793625568765776,POINT (-122.25654002217304 37.793625568765776)
Fallon St between 4th St and Victory Ct,1,middle,0,-122.26596419165703,37.79381755862267,POINT (-122.26596419165703 37.79381755862267)
E 12th St between 6th Ave and 7th Ave,1,middle,0,-122.25383638042643,37.794218611089825,POINT (-122.25383638042643 37.794218611089825)
6th Ave between International Blvd and E 12th St,5,middle,0,-122.25381932692962,37.794458436842916,POINT (-122.25381932692962 37.794458436842916)
6th Ave between International Blvd and E 12th St,5,middle,1,-122.25376232674301,37.794499069080466,POINT (-122.25376232674301 37.794499069080466)
6th Ave between International Blvd and E 12th St,5,middle,2,-122.25370532655641,37.79453970131801,POINT (-122.25370532655641 37.79453970131801)
6th Ave between International Blvd and E 12th St,5,middle,3,-122.25364832636983,37.79458033355556,POINT (-122.25364832636983 37.79458033355556)
