Unnamed: 0.1,Unnamed: 0,location,district,sensitivity_zone,intervention,operation_start_date,operation_end_date,posting_id,year,before_after_grants_pass,exact_location_repeats,unique_location_id,mid_lat,mid_lng,name_location_repeats,main_street,start_road,end_road,intersection_start,intersection_end,start_lat,start_lng,end_lat,end_lng,geocoding_failed,temporal_event_id,location_cluster,sweep_event_id,postings_per_sweep
571,,E 12th St between 30th Ave & Derby Ave,D2,High,Closure,2025-05-19,2025-05-23,651,2025,After,,278,37.7772794,-122.2288173,3.0,East 12Th Street,30Th Avenue,Derby Avenue,"East 12Th Street & 30Th Avenue, Oakland, CA","East 12Th Street & Derby Avenue, Oakland, CA",37.7775183,-122.2292197,37.7770405,-122.2284149,False,2,26,26_2,9
572,,E 12th St between 29th Ave & 30th Ave,D2,High,Closure,2025-05-19,2025-05-23,652,2025,After,,280,37.77779205,-122.2297502,3.0,East 12Th Street,29Th Avenue,30Th Avenue,"East 12Th Street & 29Th Avenue, Oakland, CA","East 12Th Street & 30Th Avenue, Oakland, CA",37.7780658,-122.2302807,37.7775183,-122.2292197,False,2,26,26_2,9
573,,E 12th St between Derby Ave & Fruitvale Ave,D2,High,Closure,2025-05-27,2025-05-30,601,2025,After,,276,37.7765004,-122.22755575,3.0,East 12Th Street,Derby Avenue,Fruitvale Avenue,"East 12Th Street & Derby Avenue, Oakland, CA","East 12Th Street & Fruitvale Avenue, Oakland, CA",37.7770405,-122.2284149,37.7759603,-122.2266966,False,2,26,26_2,9
574,,E 12th St between 30th Ave & Derby Ave,D2,High,Closure,2025-05-27,2025-05-30,602,2025,After,,278,37.7772794,-122.2288173,3.0,East 12Th Street,30Th Avenue,Derby Avenue,"East 12Th Street & 30Th Avenue, Oakland, CA","East 12Th Street & Derby Avenue, Oakland, CA",37.7775183,-122.2292197,37.7770405,-122.2284149,False,2,26,26_2,9
575,,E 12th St between 29th Ave & 30th Ave,D2,High,Closure,2025-05-27,2025-05-30,603,2025,After,,280,37.77779205,-122.2297502,3.0,East 12Th Street,29Th Avenue,30Th Avenue,"East 12Th Street & 29Th Avenue, Oakland, CA","East 12Th Street & 30Th Avenue, Oakland, CA",37.7780658,-122.2302807,37.7775183,-122.2292197,False,2,26,26_2,9
576,,Foothill Blvd between 15th Ave and 16th Ave,D2,High,Closure,2021-05-05,2021-05-05,2170,2021,Before,,342,37.7903362,-122.24314675,1.0,Foothill Boulevard,15Th Avenue,16Th Avenue,"Foothill Boulevard & 15Th Avenue, Oakland, CA","Foothill Boulevard & 16Th Avenue, Oakland, CA",37.7906559,-122.2436622,37.7900165,-122.2426313,False,0,27,27_0,5
577,,E 15th St between 15th Ave and 16th Ave,D2,High,Closure,2021-05-05,2021-05-05,2168,2021,Before,,331,37.7894986,-122.24393835,1.0,East 15Th Street,15Th Avenue,16Th Avenue,"East 15Th Street & 15Th Avenue, Oakland, CA","East 15Th Street & 16Th Avenue, Oakland, CA",37.7898126,-122.2444647,37.7891846,-122.243412,False,0,27,27_0,5
578,,15th Ave between Gleason Way and E 15th St,D2,High,Closure,2021-05-05,2021-05-05,2167,2021,Before,,339,37.79002315,-122.244267,1.0,15Th Avenue,East 15Th Street,Gleason Way,"15Th Avenue & East 15Th Street, Oakland, CA","15Th Avenue & Gleason Way, Oakland, CA",37.7898126,-122.2444647,37.7902337,-122.2440693,False,0,27,27_0,5
579,,15th Ave between Foothill Blvd and Gleason Way,D2,High,Closure,2021-05-05,2021-05-05,2166,2021,Before,,346,37.7904448,-122.24386575,1.0,15Th Avenue,Foothill Boulevard,Gleason Way,"15Th Avenue & Foothill Boulevard, Oakland, CA","15Th Avenue & Gleason Way, Oakland, CA",37.7906559,-122.2436622,37.7902337,-122.2440693,False,0,27,27_0,5
580,,16th Ave between Foothill Blvd and E 15th St,D2,High,Closure,2021-05-05,2021-05-05,2169,2021,Before,,333,37.78960055,-122.24302165,1.0,16Th Avenue,East 15Th Street,Foothill Boulevard,"16Th Avenue & East 15Th Street, Oakland, CA","16Th Avenue & Foothill Boulevard, Oakland, CA",37.7891846,-122.243412,37.7900165,-122.2426313,False,0,27,27_0,5
581,2050.0,E. 12th Median : 14th Ave to 18th Ave,D2,High,Closure,2021-10-04,2021-10-04,2051,2021,Before,11.0,318,37.78742163333334,-122.24523353333332,,,,,,,,,,,,1,27,27_1,1
582,2025.0,2121 E. 12th /2199 E.12th/@23rd Bridge,D2,High,Deep Cleaning,2021-11-04,2021-11-04,2026,2021,Before,3.0,294,37.78287879384891,-122.23813496519682,,,,,,,,,,,,2,27,27_2,1
583,,International Blvd between 6th Ave and 7th Ave,D2,High,Closure with AA,2021-12-13,2021-12-14,1999,2021,Before,,376,37.7946529,-122.25261965,1.0,International Boulevard,6Th Avenue,7Th Avenue,"International Boulevard & 6Th Avenue, Oakland, CA","International Boulevard & 7Th Avenue, Oakland, CA",37.7950159,-122.2530373,37.7942899,-122.252202,False,3,27,27_3,5
584,,7th Ave between E 12th St and International Blvd,D2,High,Closure with AA,2021-12-13,2021-12-14,1998,2021,Before,,368,37.79395155,-122.2526783,1.0,7Th Avenue,East 12Th Street,International Boulevard,"7Th Avenue & East 12Th Street, Oakland, CA","7Th Avenue & International Boulevard, Oakland, CA",37.7936132,-122.2531546,37.7942899,-122.252202,False,3,27,27_3,5
585,,6th Ave between International Blvd and E 12th St,D2,High,Closure with AA,2021-12-13,2021-12-14,1997,2021,Before,,377,37.7946804,-122.25350795,5.0,6Th Avenue,East 12Th Street,International Boulevard,"6Th Avenue & East 12Th Street, Oakland, CA","6Th Avenue & International Boulevard, Oakland, CA",37.7943449,-122.2539786,37.7950159,-122.2530373,False,3,27,27_3,5
586,,E 12th St between 6th Ave and 7th Ave,D2,High,Closure with AA,2021-12-13,2021-12-14,1996,2021,Before,,369,37.79397905,-122.2535666,1.0,East 12Th Street,6Th Avenue,7Th Avenue,"East 12Th Street & 6Th Avenue, Oakland, CA","East 12Th Street & 7Th Avenue, Oakland, CA",37.7943449,-122.2539786,37.7936132,-122.2531546,False,3,27,27_3,5
587,1999.0,Clinton Park,D2,High,Closure with AA,2021-12-13,2021-12-14,2000,2021,Before,7.0,374,37.7943113,-122.25308540000002,,,,,,,,,,,,3,27,27_3,5
588,1875.0,E. 12th Median : 14th Ave to 18th Ave,D2,High,Deep Cleaning,2022-04-26,2022-04-28,1876,2022,Before,11.0,318,37.78742163333334,-122.24523353333332,,,,,,,,,,,,4,27,27_4,1
589,1847.0,2121 E. 12th /2199 E.12th/@23rd Bridge,D2,High,Closure,2022-05-18,2022-05-18,1848,2022,Before,3.0,294,37.78287879384891,-122.23813496519682,,,,,,,,,,,,5,27,27_5,1
590,1845.0,2121 E. 12th /2199 E.12th/@23rd Bridge,D2,High,Closure (UNABLE TO BE EXECUTED),2022-05-23,2022-05-23,1846,2022,Before,3.0,294,37.78287879384891,-122.23813496519682,,,,,,,,,,,,6,27,27_6,1
591,1824.0,Clinton Park,D2,High,Closure,2022-06-13,2022-06-13,1825,2022,Before,7.0,374,37.7943113,-122.25308540000002,,,,,,,,,,,,7,27,27_7,1
592,1811.0,E. 12th Median : 14th Ave to 18th Ave,D2,High,Closure,2022-06-21,2022-06-23,1812,2022,Before,11.0,318,37.78742163333334,-122.24523353333332,,,,,,,,,,,,8,27,27_8,1
593,1756.0,E. 12th Median : 14th Ave to 18th Ave,D2,High,Closure & Deep Cleaning,2022-08-22,2022-08-25,1757,2022,Before,11.0,318,37.78742163333334,-122.24523353333332,,,,,,,,,,,,9,27,27_9,1
594,1748.0,Clinton Park,D2,High,Closure,2022-09-08,2022-09-09,1749,2022,Before,7.0,374,37.7943113,-122.25308540000002,,,,,,,,,,,,10,27,27_10,1
595,1727.0,1000 Calcot Place (Homeless camp is on 23rd Ave near on-ramp near large blue building),D5,High,Closure,2022-09-28,2022-09-28,1728,2022,Before,4.0,285,37.78036732945416,-122.2368099131106,,,,,,,,,,,,11,27,27_11,1
596,,17th Ave between E 12th St and Solano Way,D2,High,Closure,2022-10-03,2022-10-03,1721,2022,Before,,317,37.78709959999999,-122.24372815,12.0,17Th Avenue,East 12Th Street,Solano Way,"17Th Avenue & East 12Th Street, Oakland, CA","17Th Avenue & Solano Way, Oakland, CA",37.7869004,-122.2439286,37.78729879999999,-122.2435277,False,12,27,27_12,2
597,1721.0,E. 12th Median : 14th Ave to 18th Ave,D2,High,Closure,2022-10-03,2022-10-05,1722,2022,Before,11.0,318,37.78742163333334,-122.24523353333332,,,,,,,,,,,,12,27,27_12,2
598,1714.0,1000 Calcot Place (Homeless camp is on 23rd Ave near on-ramp near large blue building),D5,High,Closure,2022-10-10,2022-10-10,1715,2022,Before,4.0,285,37.78036732945416,-122.2368099131106,,,,,,,,,,,,13,27,27_13,1
599,,17th Ave between E 12th St and Solano Way,D2,High,Closure,2022-10-27,2022-10-27,1687,2022,Before,,317,37.78709959999999,-122.24372815,12.0,17Th Avenue,East 12Th Street,Solano Way,"17Th Avenue & East 12Th Street, Oakland, CA","17Th Avenue & Solano Way, Oakland, CA",37.7869004,-122.2439286,37.78729879999999,-122.2435277,False,14,27,27_14,2
600,1687.0,E. 12th Median : 14th Ave to 18th Ave,D2,High,Closure,2022-10-27,2022-10-27,1688,2022,Before,11.0,318,37.78742163333334,-122.24523353333332,,,,,,,,,,,,14,27,27_14,2
601,1666.0,1000 Calcot Place (Homeless camp is on 23rd Ave near on-ramp near large blue building),D5,High,Closure,2022-11-14,2022-11-14,1667,2022,Before,4.0,285,37.78036732945416,-122.2368099131106,,,,,,,,,,,,15,27,27_15,1
602,1660.0,E 12th St from 19th Ave to 20th Ave,D3,High,Deep Cleaning,2022-11-23,2022-11-23,1661,2022,Before,1.0,304,37.78524586640863,-122.24136078693437,,,,,,,,,,,,16,27,27_16,3
603,1658.0,City Lot at E 12th St & 23rd Ave,D2,High,Deep Cleaning,2022-11-23,2022-11-23,1659,2022,Before,2.0,294,37.78287879384891,-122.23813496519682,,,,,,,,,,,,16,27,27_16,3
604,1659.0,E 12th St & 23rd Ave,D2,High,Deep Cleaning,2022-11-23,2022-11-23,1660,2022,Before,2.0,294,37.78287879384891,-122.23813496519682,,,,,,,,,,,,16,27,27_16,3
605,,17th Ave between E 12th St and Solano Way,D2,High,Closure,2022-12-20,2022-12-21,1633,2022,Before,,317,37.78709959999999,-122.24372815,12.0,17Th Avenue,East 12Th Street,Solano Way,"17Th Avenue & East 12Th Street, Oakland, CA","17Th Avenue & Solano Way, Oakland, CA",37.7869004,-122.2439286,37.78729879999999,-122.2435277,False,17,27,27_17,2
606,1633.0,E. 12th Median : 14th Ave to 18th Ave,D2,High,Closure,2022-12-20,2022-12-21,1634,2022,Before,11.0,318,37.78742163333334,-122.24523353333332,,,,,,,,,,,,17,27,27_17,2
607,,E. 8th between 12th Ave to E. 12th st,D2,High,Deep Cleaning,2022-12-27,2022-12-27,1631,2022,Before,,330,37.7888284,-122.24856965,1.0,East 8Th,12Th Avenue,East 12Th Street,"East 8Th & 12Th Avenue, Oakland, CA","East 8Th & East 12Th Street, Oakland, CA",37.7893464,-122.2498321,37.78831040000001,-122.2473072,False,18,27,27_18,1
608,,17th Ave between E 12th St and Solano Way,D2,High,Deep Cleaning,2023-02-01,2023-02-02,1596,2023,Before,,317,37.78709959999999,-122.24372815,12.0,17Th Avenue,East 12Th Street,Solano Way,"17Th Avenue & East 12Th Street, Oakland, CA","17Th Avenue & Solano Way, Oakland, CA",37.7869004,-122.2439286,37.78729879999999,-122.2435277,False,19,27,27_19,2
609,1596.0,E. 12th Median : 14th Ave to 18th Ave,D2,High,Deep Cleaning,2023-02-01,2023-02-02,1597,2023,Before,11.0,318,37.78742163333334,-122.24523353333332,,,,,,,,,,,,19,27,27_19,2
610,1566.0,Clinton Park,D2,High,Closure,2023-03-03,2023-03-03,1567,2023,Before,7.0,374,37.7943113,-122.25308540000002,,,,,,,,,,,,20,27,27_20,2
611,,6th Ave between International Blvd and E 12th St,D2,High,Closure,2023-03-03,2023-03-03,1566,2023,Before,,377,37.7946804,-122.25350795,5.0,6Th Avenue,East 12Th Street,International Boulevard,"6Th Avenue & East 12Th Street, Oakland, CA","6Th Avenue & International Boulevard, Oakland, CA",37.7943449,-122.2539786,37.7950159,-122.2530373,False,20,27,27_20,2
612,,6th Ave between International Blvd and E 12th St,D2,High,Closure,2023-06-16,2023-06-16,1474,2023,Before,,377,37.7946804,-122.25350795,5.0,6Th Avenue,East 12Th Street,International Boulevard,"6Th Avenue & East 12Th Street, Oakland, CA","6Th Avenue & International Boulevard, Oakland, CA",37.7943449,-122.2539786,37.7950159,-122.2530373,False,21,27,27_21,2
613,1472.0,Clinton Park,D5,High,Closure,2023-06-16,2023-06-16,1473,2023,Before,7.0,374,37.7943113,-122.25308540000002,,,,,,,,,,,,21,27,27_21,2
614,,17th Ave between E 12th St and Solano Way,D2,High,Deep Cleaning,2023-07-06,2023-07-07,1452,2023,Before,,317,37.78709959999999,-122.24372815,12.0,17Th Avenue,East 12Th Street,Solano Way,"17Th Avenue & East 12Th Street, Oakland, CA","17Th Avenue & Solano Way, Oakland, CA",37.7869004,-122.2439286,37.78729879999999,-122.2435277,False,22,27,27_22,3
615,,E 12th St between 14th Ave and 16th Ave (Behind Burger King),D2,High,Deep Cleaning,2023-07-06,2023-07-07,1453,2023,Before,,323,37.78801965,-122.24582455,1.0,East 12Th Street,14Th Avenue,16Th Avenue (Behind Burger King),"East 12Th Street & 14Th Avenue, Oakland, CA","East 12Th Street & 16Th Avenue (Behind Burger King), Oakland, CA",37.7885138,-122.2466588,37.7875255,-122.2449903,False,22,27,27_22,3
616,1453.0,E. 12th Median : 14th Ave to 18th Ave,D2,High,Deep Cleaning,2023-07-06,2023-07-07,1454,2023,Before,11.0,318,37.78742163333334,-122.24523353333332,,,,,,,,,,,,22,27,27_22,3
617,1401.0,E. 12th Median : 14th Ave to 18th Ave,D2,High,Deep Cleaning,2023-09-18,2023-09-20,1402,2023,Before,11.0,318,37.78742163333334,-122.24523353333332,,,,,,,,,,,,23,27,27_23,2
618,,17th Ave between E 12th St and Solano Way,D2,High,Deep Cleaning,2023-09-18,2023-09-20,1401,2023,Before,,317,37.78709959999999,-122.24372815,12.0,17Th Avenue,East 12Th Street,Solano Way,"17Th Avenue & East 12Th Street, Oakland, CA","17Th Avenue & Solano Way, Oakland, CA",37.7869004,-122.2439286,37.78729879999999,-122.2435277,False,23,27,27_23,2
619,1325.0,E 12th Median: 14th Ave - 18th Ave,D2,High,Deep Cleaning,2024-02-20,2024-02-22,1326,2024,Before,1.0,318,37.78742163333334,-122.24523353333332,,,,,,,,,,,,24,27,27_24,2
620,,17th Ave between Solano Way & E 12th St,D2,High,Deep Cleaning,2024-02-20,2024-02-22,1325,2024,Before,,317,37.78709959999999,-122.24372815,1.0,17Th Avenue,East 12Th Street,Solano Way,"17Th Avenue & East 12Th Street, Oakland, CA","17Th Avenue & Solano Way, Oakland, CA",37.7869004,-122.2439286,37.78729879999999,-122.2435277,False,24,27,27_24,2
621,1319.0,Median: East 8th Street and 11th Avenue/ 1125 E 11th St,D2,High,Closure,2024-03-04,2024-03-05,1320,2024,Before,2.0,336,37.78981121820291,-122.25065674426008,,,,,,,,,,,,25,27,27_25,1
622,1317.0,Median: East 8th Street and 11th Avenue/ 1125 E 11th St,D2,High,Closure,2024-03-26,2024-03-27,1318,2024,Before,2.0,336,37.78981121820291,-122.25065674426008,,,,,,,,,,,,26,27,27_26,1
623,,18th Ave between E12th St & Solano Way,D2,High,Closure,2024-05-13,2024-05-16,1292,2024,Before,,312,37.78648095,-122.24269195,2.0,18Th Avenue,E12Th Street,Solano Way,"18Th Avenue & E12Th Street, Oakland, CA","18Th Avenue & Solano Way, Oakland, CA",37.7862809,-122.2428829,37.786681,-122.242501,False,27,27,27_27,4
624,,17th Ave between E 12th St and Solano Way,D2,High,Deep Cleaning,2024-05-13,2024-05-16,1294,2024,Before,,317,37.78709959999999,-122.24372815,12.0,17Th Avenue,East 12Th Street,Solano Way,"17Th Avenue & East 12Th Street, Oakland, CA","17Th Avenue & Solano Way, Oakland, CA",37.7869004,-122.2439286,37.78729879999999,-122.2435277,False,27,27,27_27,4
625,1294.0,E. 12th Median : 14th Ave to 18th Ave,D2,High,Deep Cleaning,2024-05-13,2024-05-16,1295,2024,Before,11.0,318,37.78742163333334,-122.24523353333332,,,,,,,,,,,,27,27,27_27,4
626,,18th Ave between Solano Way & International Blvd,D2,High,Closure,2024-05-13,2024-05-16,1293,2024,Before,,315,37.78687385,-122.24231715,1.0,18Th Avenue,International Boulevard,Solano Way,"18Th Avenue & International Boulevard, Oakland, CA","18Th Avenue & Solano Way, Oakland, CA",37.7870667,-122.2421333,37.786681,-122.242501,False,27,27,27_27,4
627,1264.0,City Lot at E 12th St & 23rd Ave,D5,Low,Deep Cleaning,2024-06-25,2024-06-26,1265,2024,Before,2.0,294,37.78287879384891,-122.23813496519682,,,,,,,,,,,,28,27,27_28,1
628,,15th Ave (Median) between Foothill Blvd and E. 19th Street  (1740 15th Ave),D2,High,Closure,2024-07-08,2024-07-08,1249,2024,After,,351,37.79093875,-122.2432059,2.0,15Th Avenue (Median),East 19Th Street (1740 15Th Avenue),Foothill Boulevard,"15Th Avenue (Median) & East 19Th Street (1740 15Th Avenue), Oakland, CA","15Th Avenue (Median) & Foothill Boulevard, Oakland, CA",37.7916438,-122.2423425,37.7902337,-122.2440693,False,29,27,27_29,3
629,,Solano Way between 17th Ave and 18th Ave,D2,High,Closure,2024-07-08,2024-07-08,1250,2024,After,,316,37.7869899,-122.24301435,5.0,Solano Way,17Th Avenue,18Th Avenue,"Solano Way & 17Th Avenue, Oakland, CA","Solano Way & 18Th Avenue, Oakland, CA",37.78729879999999,-122.2435277,37.786681,-122.242501,False,29,27,27_29,3
630,,18th Ave between E12th St & Solano Way,D2,High,Closure,2024-07-08,2024-07-08,1251,2024,After,,312,37.78648095,-122.24269195,2.0,18Th Avenue,E12Th Street,Solano Way,"18Th Avenue & E12Th Street, Oakland, CA","18Th Avenue & Solano Way, Oakland, CA",37.7862809,-122.2428829,37.786681,-122.242501,False,29,27,27_29,3
631,,15th Ave (Median) between Foothill Blvd and E. 19th Street  (1740 15th Ave),D2,High,Closure,2024-07-22,2024-07-22,1243,2024,After,,351,37.79093875,-122.2432059,2.0,15Th Avenue (Median),East 19Th Street (1740 15Th Avenue),Foothill Boulevard,"15Th Avenue (Median) & East 19Th Street (1740 15Th Avenue), Oakland, CA","15Th Avenue (Median) & Foothill Boulevard, Oakland, CA",37.7916438,-122.2423425,37.7902337,-122.2440693,False,30,27,27_30,1
632,1218.0,Clinton Park,D2,High,Deep Cleaning,2024-08-21,2024-08-21,1219,2024,After,7.0,374,37.7943113,-122.25308540000002,,,,,,,,,,,,31,27,27_31,2
633,,6th Ave between International Blvd and E 12th St,D2,High,Deep Cleaning,2024-08-21,2024-08-21,1218,2024,After,,377,37.7946804,-122.25350795,5.0,6Th Avenue,East 12Th Street,International Boulevard,"6Th Avenue & East 12Th Street, Oakland, CA","6Th Avenue & International Boulevard, Oakland, CA",37.7943449,-122.2539786,37.7950159,-122.2530373,False,31,27,27_31,2
634,1183.0,Clinton Park,D2,High,Closure,2024-09-30,2024-09-30,1184,2024,After,7.0,374,37.7943113,-122.25308540000002,,,,,,,,,,,,32,27,27_32,2
635,,6th Ave between International Blvd and E 12th St,D2,High,Closure,2024-09-30,2024-09-30,1183,2024,After,,377,37.7946804,-122.25350795,5.0,6Th Avenue,East 12Th Street,International Boulevard,"6Th Avenue & East 12Th Street, Oakland, CA","6Th Avenue & International Boulevard, Oakland, CA",37.7943449,-122.2539786,37.7950159,-122.2530373,False,32,27,27_32,2
636,1173.0,Median at 1008 E 23rd St and Calcot Pl,D5,High,Closure,2024-10-17,2024-10-17,1174,2024,After,1.0,290,37.781609636377695,-122.23719145378617,,,,,,,,,,,,33,27,27_33,3
637,1171.0,Cul de sac at 1091 Calcot Pl,D5,High,Closure,2024-10-17,2024-10-17,1172,2024,After,1.0,290,37.781609636377695,-122.23719145378617,,,,,,,,,,,,33,27,27_33,3
638,1172.0,1000 Calcot Place (Homeless camp is on 23rd Ave near on-ramp near large blue building),D5,High,Closure,2024-10-17,2024-10-17,1173,2024,After,4.0,285,37.78036732945416,-122.2368099131106,,,,,,,,,,,,33,27,27_33,3
639,1072.0,Vantage Point Park,D2,High,Closure,2024-12-12,2024-12-12,1073,2024,After,1.0,327,37.788622953305264,-122.24762873297816,,,,,,,,,,,,34,27,27_34,1
640,,15th Ave between Solano Way and International Blvd,D2,High,Closure,2025-05-12,2025-05-16,700,2025,After,,329,37.78878925,-122.24543015,4.0,15Th Avenue,International Boulevard,Solano Way,"15Th Avenue & International Boulevard, Oakland, CA","15Th Avenue & Solano Way, Oakland, CA",37.7890026,-122.2452283,37.7885759,-122.245632,False,35,27,27_35,158
641,,E 8th St between 12th Ave and E 12th St,D2,High,Closure,2025-05-12,2025-05-16,716,2025,After,,330,37.7888284,-122.24856965,4.0,East 8Th Street,12Th Avenue,East 12Th Street,"East 8Th Street & 12Th Avenue, Oakland, CA","East 8Th Street & East 12Th Street, Oakland, CA",37.7893464,-122.2498321,37.78831040000001,-122.2473072,False,35,27,27_35,158
642,,Solano Way between 14th Ave and 15th Ave,D2,High,Closure,2025-05-12,2025-05-16,715,2025,After,,328,37.788780200000005,-122.24600515,4.0,Solano Way,14Th Avenue,15Th Avenue,"Solano Way & 14Th Avenue, Oakland, CA","Solano Way & 15Th Avenue, Oakland, CA",37.78898450000001,-122.2463783,37.7885759,-122.245632,False,35,27,27_35,158
643,,Solano Way between 15th Ave and 16th Ave,D2,High,Closure,2025-05-12,2025-05-16,714,2025,After,,325,37.7882545,-122.2451176,4.0,Solano Way,15Th Avenue,16Th Avenue,"Solano Way & 15Th Avenue, Oakland, CA","Solano Way & 16Th Avenue, Oakland, CA",37.7885759,-122.245632,37.7879331,-122.2446032,False,35,27,27_35,158
644,,Solano Way between 16th Ave and 17th Ave,D2,High,Closure,2025-05-12,2025-05-16,713,2025,After,,320,37.78761594999999,-122.24406545,4.0,Solano Way,16Th Avenue,17Th Avenue,"Solano Way & 16Th Avenue, Oakland, CA","Solano Way & 17Th Avenue, Oakland, CA",37.7879331,-122.2446032,37.78729879999999,-122.2435277,False,35,27,27_35,158
645,,Solano Way between 17th Ave and 18th Ave,D2,High,Closure,2025-05-12,2025-05-16,712,2025,After,,316,37.7869899,-122.24301435,5.0,Solano Way,17Th Avenue,18Th Avenue,"Solano Way & 17Th Avenue, Oakland, CA","Solano Way & 18Th Avenue, Oakland, CA",37.78729879999999,-122.2435277,37.786681,-122.242501,False,35,27,27_35,158
646,,Solano Way between 18th Ave and 19th Ave,D2,High,Closure,2025-05-12,2025-05-16,711,2025,After,,310,37.7863675,-122.2419751,4.0,Solano Way,18Th Avenue,19Th Avenue,"Solano Way & 18Th Avenue, Oakland, CA","Solano Way & 19Th Avenue, Oakland, CA",37.786681,-122.242501,37.786054,-122.2414492,False,35,27,27_35,158
647,,Solano Way between 19th Ave and 20th Ave,D2,High,Closure,2025-05-12,2025-05-16,710,2025,After,,307,37.785736400000005,-122.24092085,4.0,Solano Way,19Th Avenue,20Th Avenue,"Solano Way & 19Th Avenue, Oakland, CA","Solano Way & 20Th Avenue, Oakland, CA",37.786054,-122.2414492,37.7854188,-122.2403925,False,35,27,27_35,158
